#name
39-Dublin30_RBRP

#numVertices
45

#capacity
30

#d/p/q
     0      0      0      0
     1      3      3      3
     2     -1      0      1
     3     -3      0      3
     4     -5      0      5
     5      3      3      3
     6     -4      0      4
     7     -7      0      7
     8     -3      0      3
     9      2      2      2
    10      2      2      2
    11     -7      0      7
    12     -3      0      3
    13     -2      0      2
    14      3      3      3
    15      2      2      2
    16     -4      0      4
    17     -5      0      5
    18     -5      0      5
    19     -6      0      6
    20     -2      0      2
    21      6      6      6
    22      4      4      4
    23      1      1      1
    24      1      1      1
    25      1      1      1
    26      6      6      6
    27      1      1      1
    28     -6      0      6
    29    -11      0     11
    30     -2      0      2
    31     -1      0      1
    32     -3      0      3
    33      2      2      2
    34      1      1      1
    35     -3      0      3
    36     -3      0      3
    37      2      2      2
    38      1      1      1
    39     -4      0      4
    40     -1      0      1
    41     -6      0      6
    42     -5      0      5
    43      1      1      1
    44     -4      0      4

#distances
            0      1      2      3      4      5      6      7      8      9     10     11     12     13     14     15     16     17     18     19     20     21     22     23     24     25     26     27     28     29     30     31     32     33     34     35     36     37     38     39     40     41     42     43     44 
    17   3016    869   2432   1690   1043   1675    708   1278   1995    427    684   2234   2714   2144   1056   2429   1900      0   1109   2474   2203   2324   1482   1551   1778   2493   2002   1941   2470   1157   2153   1917   2148   1429   1666   1999   1418    869   1910   2103   1563   1698   1738   1389   3085 
    18   3566   1527   3246   2504   1857   1071   1522   2092   2896   1085   1342   1683   3528   2042   1714   3243   2801    901      0   2252   2131   2668   2383   2452   2679   2377   2306   2245   3371   1971   3054   2731   3049   2330    633   2813   1722   1173   2811   1553   2377   1148   2552    629   3954 
    19   1537   2868   4469   3932   3285   1672   2863   3520   2778   2425   2683   1376   4540    851   3229   4291   2873   2242   1656      0    980   2296   2279   2524   3309   1271   1067   1873   3507   3399   3771   3914   1865   2959   1775   4241   1350   2494   2893    520   3805    999   3980   1941   4122 
    20   1619   3024   3754   3644   3354   2000   3019   3589   2509   2581   2839   1532   4035    822   2937   3575   2414   2089   1984    792      0   1943   1820   2065   2850    430    608   1519   3048   3246   3259   3403   1406   2500   2103   4088   1506   2159   2434   1057   3652   1328   3827   2269   3663 
    21   2354   1854   3512   3074   2427   2205   2089   2662   2269   1614   1872   1656   3793    946   2418   3333   2174   1384   2188   1276   1006      0   1580   1825   2610   1296    805    325   2808   2541   3017   3161   1167   2261   2308   3383   1630   1455   2195   1488   2947   1783   3122   2473   3423 
    22   1534   1608   2049   1939   1704   2938   1646   1939    838   1436   1429   2387   2331   1677   1267   1870    743   1997   2749   1973   1703   1411      0    394   1180   1288   1101   1736   1378   1819   1555   1698    666    830   3039   2660   2361   2242    764   2219   2224   2509   2399   3204   1993 
    23   1984   1852   2293   2184   1949   3263   1891   2184    444   1680   1674   2712   2575   2002   1511   2114    349   2242   2853   2298   2028   1656   1115      0   1424   1712   1426   1981   1622   2063   1799   1942    991   1075   3364   2905   2686   2486   1009   2544   2469   2834   2644   3482   2237 
    24   2454   1658    956    847   1741   3108   1696   1974   1239   1485   1479   3117   1238   2407   1316    777   1122   2047   2659   2737   2467   1461    921    795      0   2083   1896   1786    692   1856    462    605   1587    550   3211   2150   2841   2292    876   2949   1522   3130   1455   3288   1307 
    25   1189   2857   3330   3220   2953   1902   2895   3188   2087   2483   2678   1434   3611    724   2515   3151   1992   2012   1886    694    423   1844   1399   1643   2429      0    531   1421   2626   3067   2835   2979    985   2079   2005   3909   1408   2082   2013    959   3473   1230   3648   2171   3241 
    26   1621   2350   3144   3034   2524   1835   2189   2759   1900   1908   2165   1286   3425    576   2329   2965   1805   1481   1818    872    602   1354   1212   1456   2242    510      0    930   2440   2638   2649   2793    798   1892   1938   3480   1260   1551   1826   1118   3044   1408   3219   2103   3055 
    27   2029   1906   3387   3126   2479   2256   2140   2714   2143   1666   1923   1708   3668    998   2469   3208   2048   1436   2240   1328   1057    449   1455   1699   2485   1070    884      0   2683   2593   2892   3036   1041   2135   2359   3435   1682   1506   2069   1540   2999   1835   3174   2525   3298 
    28   2826   2350   1001   1289   2433   3800   2073   2415   1286   2177   1888   3554   1033   2844   2008    571   1191   2549   3351   3140   2870   2153   1613   1481    692   2554   2268   2478      0   2548    983   1127   1833   1242   3903   2599   3528   2984    945   3386   2044   3676   1904   3851    615 
    29   2552   1036   1621    879    624   2586    435    859   1366    883    249   3145   1903   2506    773   1487   1271    911   1933   2836   2566   1560   1019    922   1149   2181   1994   1885   1814      0   1172    760   1685    800   2490   1580   2219   1670   1281   3014    406   2609   1319   2213   2329 
    30   3391   2461    494   1011   1991   4065   1914   1893   1851   2308   1674   4118    776   3408   2197    315   1756   2390   3412   3704   3434   2478   1938   1587   1017   3100   2832   2803    642   2105      0    913   2398   1567   3969   2076   3644   3095   1510   3950   1830   4088   1381   3692   1202 
    31   3501   1984    906    552   1777   3534   1382   1679   2263   1831   1197   4093   1188   3453   1720    727   2168   1859   2880   3783   3513   2507   1967   1870   1429   3129   2942   2832   1054   1891    412      0   2633   1748   3437   1862   3167   2618   1922   3962   1354   3557   1167   3160   1614 
    32   1490   1872   2345   2235   1968   2725   1910   2203   1102   1700   1693   2176   2626   1466   1531   2166   1007   2261   2708   1762   1492   1675    414    658   1444   1077    890   1820   1642   2083   1850   1994      0   1094   2828   2924   2150   2441   1028   2008   2488   2298   2663   2993   2257 
    33   2797   2000   1250   1141   2036   3450   1846   2268   1619   1828   1661   3460   1532   2750   1659   1071   1502   2322   3040   3080   2810   1804   1263   1175    381   2425   2239   2129   1072   2150    756    900   1929      0   3553   2445   3183   2634   1255   3292   1817   3473   1749   3624   1687 
    34   2940   2023   3742   3000   2353    438   2018   2588   3392   1580   1838   1703   4024   1545   2210   3739   3297   1397    528   1688   1634   2623   2879   2948   3175   1880   2058   2200   3867   2467   3550   3227   2856   2826      0   3309   1677   1669   3307   1535   2873   1286   3048    277   4450 
    35   3485   1969   1535    800    819   3195   1068    707   2299   1816   1182   3577   1817   3408   1706   1539   2204   1520   2308   3738   3467   2493   1952   1855   2082   3114   2927   2818   2314    933   1672   1260   2618   1733   2865      0   2682   2133   2214   3446   1339   3041    288   2588   2250 
    36   2205   1543   3505   2763   2116   1984   1778   2351   2484   1304   1561   1436   3787    726   1933   3502   2389   1073   1968   1056    785    946   1796   2040   2826   1075    584    523   3024   2230   3226   2990   1382   2476   2087   3072      0   1144   2410   1268   2636   1563   2811   2253   3639 
    37   2754   1994   3713   2971   2324   1899   1989   2559   3033   1551   1809   1984   3995   1275   2355   3710   2938   1368   1450   1605   1334   1495   2345   2589   3146   1624   1133   1072   3573   2438   3521   3198   1931   2797   2002   3280    549      0   2959   1817   2844   1922   3019   2079   4188 
    38   2652   2382   1680   1571   2465   3832   2420   2698   1112   2209   2203   3380   1822   2670   2040   1360   1017   2771   3383   2966   2696   2185   1645   1307    724   2380   2094   2510    789   2580   1186   1329   1659   1274   3935   2874   3354   3016      0   3212   2246   3502   2179   4012   1404 
    39   2050   2776   4417   3753   3106   1580   2771   3341   3173   2334   2591   1284   4698    760   3137   4238   3078   2150   1564    699    848   2205   2485   2729   3515   1094   1273   1782   3713   3220   3922   3980   2071   3165   1683   4062   1259   2403   3099      0   3626    908   3801   1849   4328 
    40   3011   1495   1215    473   1083   3045    893   1318   1825   1342    708   3604   1497   2964   1231   1081   1730   1370   2391   3294   3024   2018   1477   1381   1608   2639   2453   2343   1408   1197    766    354   2143   1259   2948   1777   2678   2129   1740   3473      0   3068   1082   2671   1923 
    41   2419   2152   3871   3129   2482    673   2147   2717   3308   1709   1967   1053   4153    895   2338   3868   3213   1526    657   1105    983   1973   2620   2864   3304   1230   1408   1550   3848   2596   3679   3355   2206   2955    776   3438   1027   1798   3234    406   3001      0   3177    942   4463 
    42   3868   2352   1576    946   1202   3578   1451   1090   2682   2199   1565   3960   1857   3791   2089   1685   2587   1903   2691   4121   3850   2876   2335   2238   2465   3497   3310   3201   2460   1316   1818   1406   3001   2116   3248    740   3065   2516   2597   3829   1722   3424      0   2971   2396 
    43   3216   2190   3909   3167   2520    713   2186   2755   3559   1748   2005   1978   4191   1820   2377   3906   3464   1564    695   1963   1909   2898   3046   3115   3342   2155   2334   2475   4034   2635   3717   3394   3132   2993    277   3476   1952   1440   3474   1645   3040   1239   3215      0   4617 
    44   3106   2630    782   1115   2340   4080   2353   2242   1566   2457   2168   3834    756   3124   2288    591   1471   2829   3631   3420   3150   2433   1893   1761    972   2834   2548   2758    280   2454   1263   1366   2113   1522   4183   2425   3808   3264   1225   3666   2324   3956   1730   4123      0 
